name	start_line	end_line	line_count	priority	recommendation
selectedCarriedInventoryActionItem	17942	17945	4	normal	leave until owning subsystem is clearer
looksWearable	17984	17987	4	normal	leave until owning subsystem is clearer
firstClosedBusiness	18724	18727	4	normal	leave until owning subsystem is clearer
clinicSupportLine	19279	19282	4	normal	leave until owning subsystem is clearer
changeFontScale	19853	19856	4	normal	leave until owning subsystem is clearer
changeUiScale	19857	19860	4	normal	leave until owning subsystem is clearer
worldZoomControlActive	19912	19915	4	normal	leave until owning subsystem is clearer
cycleWindowMode	19946	19949	4	normal	leave until owning subsystem is clearer
changeResolution	19950	19953	4	normal	leave until owning subsystem is clearer
changeDoomFov	20057	20060	4	normal	leave until owning subsystem is clearer
cycleDoomFogMode	20062	20065	4	normal	leave until owning subsystem is clearer
cycleJvmRuntimeProfile	20142	20145	4	normal	leave until owning subsystem is clearer
cycleJvmGarbageCollector	20147	20150	4	normal	leave until owning subsystem is clearer
cycleJvmPipelineProfile	20152	20155	4	normal	leave until owning subsystem is clearer
changeJvmMemory	20157	20160	4	normal	leave until owning subsystem is clearer
toggleJvmStringDeduplication	20162	20165	4	normal	leave until owning subsystem is clearer
toggleJvmTransparentAcceleration	20167	20170	4	normal	leave until owning subsystem is clearer
toggleJvmNoAa	20172	20175	4	normal	leave until owning subsystem is clearer
center	20687	20690	4	normal	leave until owning subsystem is clearer
keyPressed	20840	20843	4	normal	leave until owning subsystem is clearer
getWidth	566	568	3	normal	leave until owning subsystem is clearer
getHeight	570	572	3	normal	leave until owning subsystem is clearer
mapInputPoint	618	620	3	normal	leave until owning subsystem is clearer
openChatWindow	947	949	3	normal	leave until owning subsystem is clearer
selectedInteractionIsGovernor	1857	1859	3	normal	leave until owning subsystem is clearer
selectedInteractionIsSectorRail	1861	1863	3	normal	leave until owning subsystem is clearer
examineDepth	1991	1993	3	normal	leave until owning subsystem is clearer
governorPreview	2739	2741	3	normal	leave until owning subsystem is clearer
timeText	2900	2902	3	normal	leave until owning subsystem is clearer
hasKnowledge	3002	3004	3	normal	leave until owning subsystem is clearer
passOutFromSleepNeed	3036	3038	3	normal	leave until owning subsystem is clearer
unconsciousWakePoint	3086	3088	3	normal	leave until owning subsystem is clearer
shouldPlayerFallUnconsciousNow	3123	3125	3	normal	leave until owning subsystem is clearer
movementModeLabel	3252	3254	3	normal	leave until owning subsystem is clearer
movementModeRange	3256	3258	3	normal	leave until owning subsystem is clearer
markPlayerMovedThisTurn	3306	3308	3	normal	leave until owning subsystem is clearer
movementInputWouldAdvanceWorld	3564	3566	3	normal	leave until owning subsystem is clearer
stepIsClearForPath	3687	3689	3	normal	leave until owning subsystem is clearer
canNpcOccupyForShove	3851	3853	3	normal	leave until owning subsystem is clearer
ensureNpcCombatLoadout	4172	4174	3	normal	leave until owning subsystem is clearer
tileProvidesSoftCover	4623	4625	3	normal	leave until owning subsystem is clearer
isProtectedTransitionTile	4830	4832	3	normal	leave until owning subsystem is clearer
tileIsFactionOnly	5170	5172	3	normal	leave until owning subsystem is clearer
markPlayerNeighborhoodDirty	5259	5261	3	normal	leave until owning subsystem is clearer
isVisible	5558	5560	3	normal	leave until owning subsystem is clearer
isRemembered	5562	5564	3	normal	leave until owning subsystem is clearer
localNoiseFieldAt	5827	5829	3	normal	leave until owning subsystem is clearer
roomCacheContainerId	6222	6224	3	normal	leave until owning subsystem is clearer
roomCacheContainerLabel	6226	6228	3	normal	leave until owning subsystem is clearer
hasOpenContractForFaction	6612	6614	3	normal	leave until owning subsystem is clearer
contractTurnInReady	6624	6626	3	normal	leave until owning subsystem is clearer
interactHere	7076	7078	3	normal	leave until owning subsystem is clearer
isInClaimedRoom	7549	7551	3	normal	leave until owning subsystem is clearer
rawCanPlacePendingBuildAt	7642	7644	3	normal	leave until owning subsystem is clearer
canPlacePendingBuildAt	7646	7648	3	normal	leave until owning subsystem is clearer
countBuildComponent	7890	7892	3	normal	leave until owning subsystem is clearer
bestKnownProductionTier	8184	8186	3	normal	leave until owning subsystem is clearer
countProductionInput	8649	8651	3	normal	leave until owning subsystem is clearer
consumeProductionInputNamedResult	8653	8655	3	normal	leave until owning subsystem is clearer
consumeProductionInputNamed	8657	8659	3	normal	leave until owning subsystem is clearer
raiseBankHeistAlarm	9292	9294	3	normal	leave until owning subsystem is clearer
bankAlarmPanelDisabled	9318	9320	3	normal	leave until owning subsystem is clearer
carryStatusText	9804	9806	3	normal	leave until owning subsystem is clearer
mainMenuTitleTop	10994	10996	3	normal	leave until owning subsystem is clearer
auditTileHasEntity	11721	11723	3	normal	leave until owning subsystem is clearer
liveKnowledgeBranches	12172	12174	3	normal	leave until owning subsystem is clearer
panelUsesCommandSurface	14343	14345	3	normal	leave until owning subsystem is clearer
isGameOverlayPanel	14579	14581	3	normal	leave until owning subsystem is clearer
tileIconMode	14654	14656	3	normal	leave until owning subsystem is clearer
zoomedMapPixels	14665	14667	3	normal	leave until owning subsystem is clearer
auditAsciiFont	14681	14683	3	normal	leave until owning subsystem is clearer
tileDescriptorForRenderedGlyph	15628	15630	3	normal	leave until owning subsystem is clearer
sidewalkPromotesToRoadForArt	15710	15712	3	normal	leave until owning subsystem is clearer
sidewalkForArt	15720	15722	3	normal	leave until owning subsystem is clearer
isWallGlyphForArt	15730	15732	3	normal	leave until owning subsystem is clearer
isOverlayGlyphForArt	15739	15741	3	normal	leave until owning subsystem is clearer
inferredUnderlayGlyphForOverlay	15743	15745	3	normal	leave until owning subsystem is clearer
drawCachedMapImage	15754	15756	3	render	render helper candidate
equipmentContainerIdForSlot	16688	16690	3	normal	leave until owning subsystem is clearer
addItemToContainer	17666	17668	3	normal	leave until owning subsystem is clearer
removeInventoryItem	17854	17856	3	normal	leave until owning subsystem is clearer
isMedicalUseItem	18053	18055	3	normal	leave until owning subsystem is clearer
safeRecruitRole	18377	18379	3	normal	leave until owning subsystem is clearer
businessSellPowerBonus	18664	18666	3	normal	leave until owning subsystem is clearer
baseRaidPressure	18784	18786	3	normal	leave until owning subsystem is clearer
seedFactionStrategicSimulation	18970	18972	3	normal	leave until owning subsystem is clearer
applyFactionStrategicSimulationTick	18974	18976	3	normal	leave until owning subsystem is clearer
parseTrailingInt	19148	19150	3	normal	leave until owning subsystem is clearer
savePathForSlot	958	958	1	normal	leave until owning subsystem is clearer
slotLabel	960	960	1	normal	leave until owning subsystem is clearer
saveSlotSummary	962	962	1	normal	leave until owning subsystem is clearer
selectedInteractionIsFactionJournal	1865	1865	1	normal	leave until owning subsystem is clearer
selectedInteractionIsBankTerminal	1866	1866	1	normal	leave until owning subsystem is clearer
selectedInteractionIsBankVault	1867	1867	1	normal	leave until owning subsystem is clearer
selectedInteractionIsBankAlarmPanel	1868	1868	1	normal	leave until owning subsystem is clearer
selectedInteractionIsBankManager	1869	1869	1	normal	leave until owning subsystem is clearer
selectedInteractionCanSellJournalsToINN	1870	1870	1	normal	leave until owning subsystem is clearer
isVendingMachine	2462	2462	1	normal	leave until owning subsystem is clearer
isShrine	2463	2463	1	normal	leave until owning subsystem is clearer
passiveKey	2464	2464	1	normal	leave until owning subsystem is clearer
vendingName	2466	2466	1	normal	leave until owning subsystem is clearer
vendingStockText	2475	2475	1	normal	leave until owning subsystem is clearer
isEmergencyMachine	2492	2492	1	normal	leave until owning subsystem is clearer
factionLabel	2540	2540	1	normal	leave until owning subsystem is clearer
sameFactionFamily	2541	2541	1	normal	leave until owning subsystem is clearer
removeInventoryOne	2641	2641	1	normal	leave until owning subsystem is clearer
vendingCost	2697	2697	1	normal	leave until owning subsystem is clearer
sleepTurnCost	2815	2815	1	normal	leave until owning subsystem is clearer
localHour	2895	2895	1	normal	leave until owning subsystem is clearer
localDay	2896	2896	1	normal	leave until owning subsystem is clearer
localMonth	2897	2897	1	normal	leave until owning subsystem is clearer
turnWithinHour	2898	2898	1	normal	leave until owning subsystem is clearer
worldTimeText	2904	2904	1	normal	leave until owning subsystem is clearer
activeMotionIsSneak	3320	3320	1	normal	leave until owning subsystem is clearer
hasUsableWeaponLimb	3394	3394	1	normal	leave until owning subsystem is clearer
loadedShotsForWeapon	4164	4164	1	normal	leave until owning subsystem is clearer
isPlantableExplosive	4237	4237	1	normal	leave until owning subsystem is clearer
explosiveThrowRange	4238	4238	1	normal	leave until owning subsystem is clearer
selectedInteractionIsExplosiveObject	4335	4335	1	normal	leave until owning subsystem is clearer
terrainKey	4672	4672	1	normal	leave until owning subsystem is clearer
visionRange	5440	5440	1	normal	leave until owning subsystem is clearer
detailVisionRange	5441	5441	1	normal	leave until owning subsystem is clearer
hearingRange	5442	5442	1	normal	leave until owning subsystem is clearer
facingDx	5444	5444	1	normal	leave until owning subsystem is clearer
facingDy	5445	5445	1	normal	leave until owning subsystem is clearer
sameWorldLocation	5542	5542	1	normal	leave until owning subsystem is clearer
portableLightWorldKey	5543	5543	1	normal	leave until owning subsystem is clearer
makesSound	5701	5701	1	normal	leave until owning subsystem is clearer
isDoorTile	5860	5860	1	normal	leave until owning subsystem is clearer
scavengeCurrentRoom	6165	6165	1	normal	leave until owning subsystem is clearer
selectedTile	6379	6379	1	normal	leave until owning subsystem is clearer
isRestProp	6381	6381	1	normal	leave until owning subsystem is clearer
selectedCoordText	6400	6400	1	normal	leave until owning subsystem is clearer
countMoney	6870	6870	1	normal	leave until owning subsystem is clearer
countBaseStoredScript	6871	6871	1	normal	leave until owning subsystem is clearer
countDataSpikes	6872	6872	1	normal	leave until owning subsystem is clearer
consumeDataSpike	6873	6873	1	normal	leave until owning subsystem is clearer
addImperialScript	6874	6874	1	normal	leave until owning subsystem is clearer
currentInnDay	6912	6912	1	normal	leave until owning subsystem is clearer
safeParseInt	7005	7005	1	normal	leave until owning subsystem is clearer
isIntermapTransitTile	7240	7240	1	normal	leave until owning subsystem is clearer
acceptBountyContract	8845	8845	1	normal	leave until owning subsystem is clearer
acceptFetchContract	8846	8846	1	normal	leave until owning subsystem is clearer
keySafe	8930	8930	1	normal	leave until owning subsystem is clearer
contractObjectContainerId	8954	8954	1	normal	leave until owning subsystem is clearer
corpseLootContainerId	8955	8955	1	normal	leave until owning subsystem is clearer
isFactionJournalObjectAt	8996	8996	1	normal	leave until owning subsystem is clearer
isStolenLeaderJournalItem	9049	9049	1	normal	leave until owning subsystem is clearer
countStolenLeaderJournals	9058	9058	1	normal	leave until owning subsystem is clearer
playerAtClaimedBase	9077	9077	1	normal	leave until owning subsystem is clearer
bankTerminalAt	9101	9101	1	normal	leave until owning subsystem is clearer
isBankTerminalAt	9102	9102	1	normal	leave until owning subsystem is clearer
bankBalance	9115	9115	1	normal	leave until owning subsystem is clearer
totalBankedCash	9116	9116	1	normal	leave until owning subsystem is clearer
depositAllToSelectedBank	9139	9139	1	normal	leave until owning subsystem is clearer
bankVaultAt	9175	9175	1	normal	leave until owning subsystem is clearer
isBankVaultAt	9176	9176	1	normal	leave until owning subsystem is clearer
bankProfileFromStock	9177	9177	1	normal	leave until owning subsystem is clearer
bankVaultLooted	9178	9178	1	normal	leave until owning subsystem is clearer
bankManagerAt	9187	9187	1	normal	leave until owning subsystem is clearer
isBankManagerAt	9188	9188	1	normal	leave until owning subsystem is clearer
isBankManager	9189	9189	1	normal	leave until owning subsystem is clearer
openSelectedBankVault	9195	9195	1	normal	leave until owning subsystem is clearer
bankVaultDifficulty	9245	9245	1	normal	leave until owning subsystem is clearer
stealSelectedBankManagerKeycard	9246	9246	1	normal	leave until owning subsystem is clearer
bankAlarmPanelAt	9316	9316	1	normal	leave until owning subsystem is clearer
isBankAlarmPanelAt	9317	9317	1	normal	leave until owning subsystem is clearer
tamperSelectedBankAlarmPanel	9336	9336	1	normal	leave until owning subsystem is clearer
isPersistentStockObjectAt	9458	9458	1	normal	leave until owning subsystem is clearer
selectedInteractionIsPersistentStockObject	9459	9459	1	normal	leave until owning subsystem is clearer
openZoneAuditSurface	10575	10575	1	normal	leave until owning subsystem is clearer
cycleAuditZoneType	10724	10724	1	normal	leave until owning subsystem is clearer
cycleAuditZoneSize	10725	10725	1	normal	leave until owning subsystem is clearer
cycleAuditZoneDensity	10726	10726	1	normal	leave until owning subsystem is clearer
toggleAuditSewerLayer	10727	10727	1	normal	leave until owning subsystem is clearer
rerollSectorAudit	10728	10728	1	normal	leave until owning subsystem is clearer
cycleAuditOverlay	10729	10729	1	normal	leave until owning subsystem is clearer
inGameEditorNames	11057	11057	1	normal	leave until owning subsystem is clearer
inGameEditorEntities	11064	11064	1	normal	leave until owning subsystem is clearer
inGameEditorUndo	11096	11096	1	normal	leave until owning subsystem is clearer
inGameEditorRedo	11097	11097	1	normal	leave until owning subsystem is clearer
inGameEditorTabRect	11103	11103	1	normal	leave until owning subsystem is clearer
inGameEditorLeftRect	11104	11104	1	normal	leave until owning subsystem is clearer
inGameEditorRightRect	11105	11105	1	normal	leave until owning subsystem is clearer
inGameEditorCenterRect	11106	11106	1	normal	leave until owning subsystem is clearer
inGameEditorStatusRect	11107	11107	1	normal	leave until owning subsystem is clearer
inGameRoomGridRect	11108	11108	1	normal	leave until owning subsystem is clearer
selectInGameEditorPaletteTab	11131	11131	1	normal	leave until owning subsystem is clearer
selectInGameEditorPaletteItem	11132	11132	1	normal	leave until owning subsystem is clearer
sectorAuditMapRect	11404	11404	1	normal	leave until owning subsystem is clearer
infopediaTabs	12840	12840	1	normal	leave until owning subsystem is clearer
zoneByLabel	13866	13866	1	normal	leave until owning subsystem is clearer
factionByLabel	13867	13867	1	normal	leave until owning subsystem is clearer
samplePropsForZone	13868	13868	1	normal	leave until owning subsystem is clearer
mapRect	14646	14646	1	normal	leave until owning subsystem is clearer
inputMapRect	14648	14648	1	normal	leave until owning subsystem is clearer
tacticalSlateRect	14650	14650	1	normal	leave until owning subsystem is clearer
commandPanelRect	14652	14652	1	normal	leave until owning subsystem is clearer
tileImageForRenderedGlyph	15626	15626	1	normal	leave until owning subsystem is clearer
equipmentSlotNames	16684	16684	1	normal	leave until owning subsystem is clearer
emptySlotLabel	16686	16686	1	normal	leave until owning subsystem is clearer
readableOn	16927	16927	1	normal	leave until owning subsystem is clearer
factionGroup	16929	16929	1	normal	leave until owning subsystem is clearer
countInventory	17580	17580	1	normal	leave until owning subsystem is clearer
uiScaleFactor	19832	19832	1	normal	leave until owning subsystem is clearer
scaled	19833	19833	1	normal	leave until owning subsystem is clearer
readableButtonHeight	19834	19834	1	normal	leave until owning subsystem is clearer
readableGap	19835	19835	1	normal	leave until owning subsystem is clearer
onOff	19836	19836	1	normal	leave until owning subsystem is clearer
isWindowsHost	20202	20202	1	normal	leave until owning subsystem is clearer
cycleColorTarget	20253	20253	1	normal	leave until owning subsystem is clearer
cycleColorPreset	20254	20254	1	normal	leave until owning subsystem is clearer
adjustSelectedColor	20255	20255	1	normal	leave until owning subsystem is clearer
optionColor	20256	20256	1	normal	leave until owning subsystem is clearer
mouseReleased	21199	21199	1	normal	leave until owning subsystem is clearer
mouseEntered	21200	21200	1	normal	leave until owning subsystem is clearer
mouseExited	21201	21201	1	normal	leave until owning subsystem is clearer
