function	count	file_count	classes	paths
roomText	12	12	Result, Variant	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/EconomicGenerationBiasAuthority.java, src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/NobleEstateSecurityFixtureAuthority.java, src/mechanist/PopulationPersonnelFramework.java
root	2	2	SaveDomain, SecurityPathGuard	src/mechanist/SecurityPathGuard.java, src/mechanist/ServerRuntimePaths.java
row	4	4	PlayerFacingListRowText, PlayerFacingText, ProjectReevaluationAuthority, production	src/mechanist/PlayerFacingListRowText.java, src/mechanist/PlayerFacingText.java, src/mechanist/ProjectReevaluationAuthority.java, src/mechanist/WorldSimulationFramework.java
run	3	3	SemanticAssetPathAudit, ServerUpdateService, WindowsLaunchHealthCheck	src/mechanist/WindowsLaunchHealthCheck.java, src/mechanist/assets/SemanticAssetPathAudit.java, src/mechanist/server/admin/ServerUpdateService.java
runLocalAuthoritativeTurn	2	1	SectorManager, SectorRuntime	src/mechanist/SectorManager.java
safe	33	28	AuditSnapshot, AuthoritativeWorldSnapshot, CommandContext, ConstructionValidationInspectionAuthority, FacilityLinkedRoomCacheApi, FrontageFixtureInteractionAuthority, LauncherClientServerRuntimeAuthority, LocalWorldSaveStateSeparator, OperationRecord, PopulationWorkAssignmentApi, ProductionFacilityOutputSimulationApi, Recorder, Result, SimulationContext, SinglePlayerSectorRuntimeBridge, TopologyContext, TraderSupplyChainApi, Variant, VehicleProfile, VendingDefinition	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/AuthoritativeWorldRuntime.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/ConstructionValidationInspectionAuthority.java, src/mechanist/ContainerTradeFramework.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/EconomicTopologyPreviewConsumerAuthority.java, src/mechanist/EulaConsentAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/FrontageFixtureInteractionAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/InternalServerSessionAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/LauncherClientServerRuntimeAuthority.java, src/mechanist/LocalWorldSaveStateSeparator.java, src/mechanist/LootDropSystemAuthority.java, src/mechanist/MachineOperationQueue.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/PublicServiceMediaAuthority.java
safeFileName	2	2	CharacterSaveManager, Holder	src/mechanist/CharacterSaveManager.java, src/mechanist/GameStorageManager.java
sample	4	3	EntityInterpolationBuffer, EntityTimeline, ServerPerformanceMonitor, ServerRuntimeStatusProvider	src/mechanist/EntityInterpolationBuffer.java, src/mechanist/ServerPerformanceMonitor.java, src/mechanist/server/admin/ServerRuntimeStatusProvider.java
sampleLine	2	2	FactionRecipeVariant, InspectableFeatureTable	src/mechanist/InspectableFeatureTable.java, src/mechanist/ProductionAuthorityFramework.java
sampleLines	3	1	FactionRecipeVariantApi, ProductionRecipe, RecipeDecompositionApi	src/mechanist/ProductionAuthorityFramework.java
sanitize	6	6	AdminSecurityLogger, Kind, PlayerFacingText, PlayerFactionAutonomousTickAuthority, ProductionQueueRecordBridge, RouteDescriptor	src/mechanist/AdminSecurityLogger.java, src/mechanist/LauncherShellStateAuthority.java, src/mechanist/PlayerFacingText.java, src/mechanist/PlayerFactionAutonomousTickAuthority.java, src/mechanist/ProductionQueueRecordBridge.java, src/mechanist/server/admin/ServerAdminEvent.java
save	5	5	GameOptions, LocalProfile, MultiplayerMenuController, PersonnelProvenanceRecord, RuntimeConfig	src/mechanist/FallbackProfileManagementAuthority.java, src/mechanist/GameOptionsFramework.java, src/mechanist/JvmRuntimeProfileAuthority.java, src/mechanist/MultiplayerMenuController.java, src/mechanist/PopulationPersonnelFramework.java
saveLine	10	3	BaseObject, FactionContract, FactionStrategicPlan, NpcEntity, NpcFactionSite, OperationRecord, PersonnelReplacementRequest, PlayerNewsEvent, RecruitWorker, RoomPopulationLedger	src/mechanist/FactionServicesFramework.java, src/mechanist/MachineOperationQueue.java, src/mechanist/PopulationPersonnelFramework.java
scaled	4	3	DisplayScaleOptionsSubsystem, GuiLayoutApi, LayerI, RenderImageScaleCacheAuthority	src/mechanist/DisplayScaleOptionsSubsystem.java, src/mechanist/LayerI.java, src/mechanist/UiRuntimeSupportFramework.java
scatter	2	1	Result	src/mechanist/EnvironmentSensesFramework.java
search	2	2	AssetRegistry, LoreDatabase	src/mechanist/assets/AssetRegistry.java, src/mechanist/modapi/LoreDatabase.java
seed	3	1	Result	src/mechanist/EnvironmentSensesFramework.java
seedCacheItems	3	2	FacilityLinkedRoomCacheApi, HivewallRoomCacheApi, RoomContainerApi	src/mechanist/ContainerTradeFramework.java, src/mechanist/WorldRuntimeGenerationFramework.java
selected	2	2	AuditSnapshot, SimulationEditorRepository	src/mechanist/SectorAuditRuntimeAuthority.java, src/mechanist/SimulationEditorRepository.java
semanticKeyForMapObject	2	2	AssetIntegrationDisciplineAuthority, TileArtSystem	src/mechanist/AssetIntegrationDisciplineAuthority.java, src/mechanist/TileArtSystem.java
sessionId	2	2	ChannelBudget, WorldSnapshotSerializer	src/mechanist/NetworkThrottlingManager.java, src/mechanist/SecureHandshakeStateMachine.java
set	2	1	PropertyChange, ToggleProjectSelection	src/mechanist/EditorUndoRedoController.java
setAttribute	4	4	FactionProfile, ItemTemplate, RoomNode, SectorInstance	src/mechanist/modapi/FactionProfile.java, src/mechanist/modapi/ItemTemplate.java, src/mechanist/modapi/RoomNode.java, src/mechanist/modapi/SectorInstance.java
setColorPreset	2	2	LayerD, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerD.java
setDisplayName	2	2	RoomNode, SectorInstance	src/mechanist/modapi/RoomNode.java, src/mechanist/modapi/SectorInstance.java
setDownscaleIndex	2	2	LayerD, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerD.java
setPosition	2	2	ContinuousGridPlayer, FirstPersonCamera	src/mechanist/ContinuousGridMovementFramework.java, src/mechanist/FirstPerson3DFramework.java
setRenderQualityIndex	3	3	LayerC, LayerD, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerC.java, src/mechanist/LayerD.java
setResolutionIndex	2	2	LayerD, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerD.java
setTargetFpsIndex	2	2	LayerD, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerD.java
setWindowMode	2	2	LayerD, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerD.java
settings	3	3	DebugLog, HiveWorldDefinition, WorldGenerationApi	src/mechanist/DebugLog.java, src/mechanist/WorldRuntimeGenerationFramework.java, src/mechanist/WorldSimulationFramework.java
sha256Hex	3	3	ModDeploymentManager, WorldSnapshotSerializer, constant	src/mechanist/ModDeploymentManager.java, src/mechanist/ModPackageValidator.java, src/mechanist/SecureHandshakeStateMachine.java
shortLabel	12	12	FrontageFixtureInteractionAuthority, Variant, VendingDefinition, WasteNewsprintScavengeAuthority	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/FrontageFixtureInteractionAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/NobleEstateSecurityFixtureAuthority.java, src/mechanist/PublicServiceMediaAuthority.java, src/mechanist/WasteNewsprintScavengeAuthority.java
shortLine	5	2	FacilityOutputRunEstimate, FactionContract, FactionStrategicPlan, PlayerNewsEvent, ProductionInputConsumptionRecord	src/mechanist/FactionServicesFramework.java, src/mechanist/ProductionAuthorityFramework.java
shortStatus	2	1	ControlledProductionJobAuthority, CraftingRecipe	src/mechanist/ProductionAuthorityFramework.java
shouldAcceptPhase3RoomProfileOrStamp	3	1	Phase3RoomFeatureLoad, Phase3RoomFeatureResolution	src/mechanist/WorldRuntimeGenerationFramework.java
shouldAudit	2	2	Selection, TickResult	src/mechanist/AbstractDistantZoneSimulation.java, src/mechanist/NpcTurnBudgetScheduler.java
shutdown	5	4	AsyncChatLogger, ChatRuntimeAuthority, DebugLog, OptionalJamepadBackend, SectorRuntime	src/mechanist/ChatRuntimeAuthority.java, src/mechanist/DebugLog.java, src/mechanist/GamepadInputEngine.java, src/mechanist/SectorManager.java
sign	2	2	ServerPing, ValidationResult	src/mechanist/MasterlistAuthenticationClient.java, src/mechanist/SecureLocalSaveValidationManager.java
snapshot	6	5	FrameLimiterEngine, Holder, NetworkThrottlingManager, Recorder, SectorManager, SectorRuntime	src/mechanist/FramePacingAndStressFramework.java, src/mechanist/GameStorageManager.java, src/mechanist/NetworkThrottlingManager.java, src/mechanist/SectorGenerationTraceAuthority.java, src/mechanist/SectorManager.java
stableSeed	2	2	FactionInventoryStockAuthority, LightSample	src/mechanist/FactionInventoryStockAuthority.java, src/mechanist/VisualLightingAuthority.java
start	3	3	HighPrecisionFramePulseLoop, NativeTcpRelayServer, ServerPerformanceMonitor	src/mechanist/FramePacingAndStressFramework.java, src/mechanist/NativeTcpRelayServer.java, src/mechanist/ServerPerformanceMonitor.java
state	7	7	CameraJuiceSystem, ContinuousGridPlayer, RuntimeWindowState, State, WorldSnapshotSerializer	src/mechanist/ContinuousGridMovementFramework.java, src/mechanist/SecureHandshakeStateMachine.java, src/mechanist/UniversalWindowAuthority.java, src/mechanist/VisualJuiceFramework.java, src/mechanist/server/admin/ServerMaintenanceResult.java, src/mechanist/server/admin/ServerRestartPlan.java, src/mechanist/server/admin/ServerUpdateStatus.java
stateOf	3	2	RespawnResult, UnlockResult	src/mechanist/KnowledgeTree.java, src/mechanist/MultiplayerRespawnManager.java
status	2	2	GamepadInputEngine, MultiplayerMenuController	src/mechanist/GamepadInputEngine.java, src/mechanist/MultiplayerMenuController.java
statusLine	12	11	DeathResolution, FirstPersonRenderViewport, InternalServerSessionAuthority, LauncherClientServerRuntimeAuthority, LwjglRenderBackendProbe, MutationCommit, PlayMode, RouteDescriptor, SectorManager, ServerRuntime, SinglePlayerSectorRuntimeBridge, TickSummary	src/mechanist/AuthoritativeWorldRuntime.java, src/mechanist/FirstPerson3DFramework.java, src/mechanist/InternalServerSessionAuthority.java, src/mechanist/LauncherClientServerRuntimeAuthority.java, src/mechanist/LauncherShellStateAuthority.java, src/mechanist/MechanistServerMain.java, src/mechanist/PlayerActionRegistry.java, src/mechanist/PlayerLifecycleService.java, src/mechanist/SectorManager.java, src/mechanist/SinglePlayerSectorRuntimeBridge.java, src/mechanist/WorldTurnManager.java
statusLines	19	19	Anchor, CandidateLine, CheckResult, DeliveryIntentRecord, EconomicTopologyPreviewConsumerAuthority, LaborRole, MachineOperationStatusBridge, ManualHaulContractRecord, ManualHaulPreviewRecord, ManualStaffingAssignmentAuthority, ReservationForecast, Result, SourceNeed, ValidationResult, a, exists	src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java, src/mechanist/EconomicTopologyMapIntelBridgeAuthority.java, src/mechanist/EconomicTopologyPreviewConsumerAuthority.java, src/mechanist/EconomicTopologyReportingOverlayAuthority.java, src/mechanist/LogisticsContractLifecycleAuthority.java, src/mechanist/LogisticsDeliveryIntentAuthority.java, src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java, src/mechanist/LogisticsManualHaulContractAuthority.java, src/mechanist/LogisticsManualHaulExecutionAuthority.java, src/mechanist/LogisticsReservationForecastAuthority.java, src/mechanist/LogisticsRouteIntentAuthority.java, src/mechanist/LogisticsRouteReadinessPreviewAuthority.java, src/mechanist/LogisticsSourceReservationAuthority.java, src/mechanist/LogisticsStorageCandidateAuthority.java, src/mechanist/MachineOperationStatusBridge.java, src/mechanist/ManualStaffingAssignmentAuthority.java, src/mechanist/RetargetReadinessAuditAuthority.java, src/mechanist/StaffingLaborBridgeAuthority.java, src/mechanist/StaffingRoleSkillValidationAuthority.java
string	2	1	ModDataMappingVerifier	src/mechanist/ModDataMappingVerifier.java
summary	52	41	DirtyRegionTracker, FactionPopulationTracker, FactionProductionTracker, FactionWideStockTracker, GameOptions, HiveWorldDefinition, InMemorySectorNetworkGateway, ItemProvenanceRecord, LogisticsAssetPool, LogisticsExecutionPlan, MapObjectState, OperationQueueTarget, PersonnelProvenanceRecord, PlayerFactionAutonomousTickAuthority, PlayerFactionAutonomyAuthority, PlayerFactionWorldAuthority, PlayerNpcCommandParityAuthority, PriceIndexControlAuthority, ProductionNeedBalance, ProductionQueueRecordBridge	src/mechanist/ContainerTradeFramework.java, src/mechanist/EconomicGenerationBiasAuthority.java, src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java, src/mechanist/EconomicTopologyMapIntelBridgeAuthority.java, src/mechanist/EconomicTopologyPreviewConsumerAuthority.java, src/mechanist/EconomicTopologyReportingOverlayAuthority.java, src/mechanist/EnvironmentSensesFramework.java, src/mechanist/FactionLogisticsExecutionManager.java, src/mechanist/FactionPopulationTracker.java, src/mechanist/FactionProductionTracker.java, src/mechanist/FactionWideStockTracker.java, src/mechanist/GameOptionsFramework.java, src/mechanist/ItemEconomyFramework.java, src/mechanist/OperationTargetRegistry.java, src/mechanist/PlayerFactionAutonomousTickAuthority.java, src/mechanist/PlayerFactionAutonomyAuthority.java, src/mechanist/PlayerFactionWorldAuthority.java, src/mechanist/PlayerNpcCommandParityAuthority.java, src/mechanist/PopulationPersonnelFramework.java, src/mechanist/PriceIndexControlAuthority.java
summaryFromWorld	3	3	PlayerFactionAutonomousTickAuthority, PlayerFactionAutonomyAuthority, PlayerNpcCommandParityAuthority	src/mechanist/PlayerFactionAutonomousTickAuthority.java, src/mechanist/PlayerFactionAutonomyAuthority.java, src/mechanist/PlayerNpcCommandParityAuthority.java
summaryLine	8	8	CharacterCreationAudit, NpcFactionSite, ProductionInputConsumptionRecord, Result, TargetingSolution, WorldSaveInfo	src/mechanist/CharacterIdentityFramework.java, src/mechanist/CombatRuntimeFramework.java, src/mechanist/EconomicGenerationBiasAuthority.java, src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java, src/mechanist/EconomicTopologyReportingOverlayAuthority.java, src/mechanist/FactionServicesFramework.java, src/mechanist/ProductionAuthorityFramework.java, src/mechanist/WorldSimulationFramework.java
targetRoomCount	2	1	World, WorldGenerationApi	src/mechanist/WorldRuntimeGenerationFramework.java
text	3	2	Key, SemanticTextManager	src/mechanist/ObfuscatedStringTable.java, src/mechanist/SemanticTextManager.java
tick	4	4	FactionStrategySimulationApi, NpcEntity, OperationRecord, SimulationContext	src/mechanist/FactionServicesFramework.java, src/mechanist/MachineOperationQueue.java, src/mechanist/PopulationPersonnelFramework.java, src/mechanist/modapi/SimulationContext.java
tierIndex	2	2	ItemQuality, QualityAuthorityApi	src/mechanist/ItemEconomyFramework.java, src/mechanist/KnowledgeQualityFramework.java
timestamp	2	2	Kind, State	src/mechanist/server/admin/ServerAdminEvent.java, src/mechanist/server/admin/ServerMaintenanceResult.java
title	8	8	Variant	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/MedicaeFixtureAuthority.java
toString	20	3	Phase3CentralBiasedFillSettings, Phase3CirculationCommitReadiness, Phase3CirculationDryRunBatchReport, Phase3CirculationMigrationDryRunResult, Phase3CirculationMigrationTestReport, Phase3FirstSiteSelectionRegistryEntry, Phase3FirstSiteWiringChecklist, Phase3GridNeighborhoodMetrics, Phase3GridSuppressionSettings, Phase3RoomAttachmentFallbackPlan, Phase3RoomCorrectiveActionDispatch, Phase3RoomFeatureActionPlan, Phase3RoomFeatureCommitDecision, Phase3RoomFeatureLoad, Phase3RoomGenerationDirective, Phase3SingleSiteCirculationMigrationResult, Phase3SpacerCorridorRetryPlan, Phase3SpacerCorridorValidation, Rect, SectorPopulationEntity	src/mechanist/SectorManager.java, src/mechanist/WorldRuntimeGenerationFramework.java, src/mechanist/ZoneGenerationContext.java
toggle	4	4	GameplayConsoleCommandAuthority, MainMenuLanguageSelectorAuthority, PerformanceDiagnosticsOverlayAuthority, RenderStressTestCoordinator	src/mechanist/FramePacingAndStressFramework.java, src/mechanist/GameplayConsoleCommandAuthority.java, src/mechanist/MainMenuLanguageSelectorAuthority.java, src/mechanist/PerformanceDiagnosticsOverlayAuthority.java
toggleFrameLimiter	2	2	LayerC, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerC.java
toggleHighContrastText	2	2	AccessibilityRuntimeOptionsSubsystem, LayerF	src/mechanist/AccessibilityRuntimeOptionsSubsystem.java, src/mechanist/LayerF.java
toggleInstantDialogueText	2	2	AccessibilityRuntimeOptionsSubsystem, LayerF	src/mechanist/AccessibilityRuntimeOptionsSubsystem.java, src/mechanist/LayerF.java
toggleJvmNoAa	2	2	JvmRuntimeOptionsSubsystem, LayerJ	src/mechanist/JvmRuntimeOptionsSubsystem.java, src/mechanist/LayerJ.java
toggleJvmStringDeduplication	2	2	JvmRuntimeOptionsSubsystem, LayerJ	src/mechanist/JvmRuntimeOptionsSubsystem.java, src/mechanist/LayerJ.java
toggleJvmTransparentAcceleration	2	2	JvmRuntimeOptionsSubsystem, LayerJ	src/mechanist/JvmRuntimeOptionsSubsystem.java, src/mechanist/LayerJ.java
togglePerformanceDiagnostics	2	2	AccessibilityRuntimeOptionsSubsystem, LayerF	src/mechanist/AccessibilityRuntimeOptionsSubsystem.java, src/mechanist/LayerF.java
toggleReducedMotion	2	2	LayerC, OptionsBoundaryAuthority	src/mechanist/GameOptionsFramework.java, src/mechanist/LayerC.java
tooltip	3	3	PlayerFacingText, PlayerFacingTooltipText, SquareCommandAction	src/mechanist/PlayerFacingText.java, src/mechanist/PlayerFacingTooltipText.java, src/mechanist/ui/SquareCommandAction.java
totalInputCount	2	1	DraftIndustrialRecipe, FactionRecipeVariant	src/mechanist/ProductionAuthorityFramework.java
trade	3	3	Context, ItemProvenanceRecord, PlayerFacingActionText	src/mechanist/ItemEconomyFramework.java, src/mechanist/PlayerFacingActionText.java, src/mechanist/PlayerFacingDenialText.java
transition	2	2	Context, WorldSnapshotSerializer	src/mechanist/PlayerFacingDenialText.java, src/mechanist/SecureHandshakeStateMachine.java
tryAcquire	2	1	PacketRateLimiter	src/mechanist/PacketRateLimiter.java
tryInteract	3	3	FrontageFixtureInteractionAuthority, Result, RoadTransitFixtureInteractionAuthority	src/mechanist/FrontageFixtureInteractionAuthority.java, src/mechanist/RoadTransitFixtureInteractionAuthority.java, src/mechanist/RoomFixtureInteractionAuthority.java
type	10	1	AccessGranted, AcquisitionComplete, HotRestartComplete, HotRestartStarted, IdentityProof, IntegrityChallengeIssued, IntegrityChallengeResponse, ManifestPayload, Rejected, WorldSnapshotReady	src/mechanist/HandshakeNetworkFrame.java
uiScaleFactor	2	2	DisplayScaleOptionsSubsystem, LayerI	src/mechanist/DisplayScaleOptionsSubsystem.java, src/mechanist/LayerI.java
unesc	13	10	Anchor, CheckResult, DeliveryIntentRecord, EnvironmentalHazardRecord, ManualHaulPreviewRecord, PortableLightInstance, ProgressiveConstructionAuthority, SourceNeed, ZoneLightSourceRecord, ZoneNoiseSourceRecord, a, exists, only	src/mechanist/EnvironmentSensesFramework.java, src/mechanist/LogisticsContractLifecycleAuthority.java, src/mechanist/LogisticsDeliveryIntentAuthority.java, src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java, src/mechanist/LogisticsManualHaulContractAuthority.java, src/mechanist/LogisticsManualHaulExecutionAuthority.java, src/mechanist/LogisticsRouteIntentAuthority.java, src/mechanist/LogisticsRouteReadinessPreviewAuthority.java, src/mechanist/LogisticsSourceReservationAuthority.java, src/mechanist/ProgressiveConstructionAuthority.java
unescape	2	2	Rejected, Value	src/mechanist/HandshakeNetworkFrame.java, src/mechanist/SimpleJson.java
update	5	3	CameraJuiceSystem, ContinuousGridPlayer, ParticleSplashSystem, PrimitiveParticleEmitter2D, ThreeDimensionalProjectileRenderer	src/mechanist/ContinuousGridMovementFramework.java, src/mechanist/FirstPerson3DFramework.java, src/mechanist/VisualJuiceFramework.java
usesCirculation	2	2	Result	src/mechanist/EconomicGenerationBiasAuthority.java, src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java
validEmergencyOrthogonalPath	2	1	World, WorldGenerationApi	src/mechanist/WorldRuntimeGenerationFramework.java
validate	6	6	AuthDecision, ModDeploymentManager, ModPackageValidator, PacketSequenceValidator, SelfEntombmentConstructionAuthority, ValidationResult	src/mechanist/LocalHostAuthGate.java, src/mechanist/ModDeploymentManager.java, src/mechanist/ModPackageValidator.java, src/mechanist/PacketSequenceValidator.java, src/mechanist/SelfEntombmentConstructionAuthority.java, src/mechanist/StaffingRoleSkillValidationAuthority.java
valueOf	2	2	ServerAdminEntryBridge, ServerRuntime	src/mechanist/MechanistServerMain.java, src/mechanist/ServerAdminEntryBridge.java
valueOr	2	2	ServerAdminEntryBridge, ServerRuntime	src/mechanist/MechanistServerMain.java, src/mechanist/ServerAdminEntryBridge.java
variantFor	9	9	Variant	src/mechanist/ArbitesPrecinctFixtureAuthority.java, src/mechanist/BarMarketSocialFixtureAuthority.java, src/mechanist/DomesticHabFixtureAuthority.java, src/mechanist/FoodBioProductionFixtureAuthority.java, src/mechanist/GuardPdfDefenseFixtureAuthority.java, src/mechanist/IndustrialForgeFixtureAuthority.java, src/mechanist/LabChemicalFixtureAuthority.java, src/mechanist/MedicaeFixtureAuthority.java, src/mechanist/NobleEstateSecurityFixtureAuthority.java
warn	2	2	CheckResult, DebugLog	src/mechanist/DebugLog.java, src/mechanist/LogisticsHaulFulfillmentPreflightAuthority.java
width	2	1	DraftIndustrialRecipe, FactionRecipeVariant	src/mechanist/ProductionAuthorityFramework.java
wireId	9	1	AccessGranted, AcquisitionAndSync, ClientHotRestart, Disconnected, IdentityVerification, IntegrityChallenge, LiveWorldInitialization, ManifestDelivery, Phase	src/mechanist/SecureHandshakeStateMachine.java
worldDir	2	2	CampaignWorldApi, SaveDomain	src/mechanist/ServerRuntimePaths.java, src/mechanist/WorldSimulationFramework.java
worldSummaryLines	3	3	Result	src/mechanist/EconomicGenerationBiasAuthority.java, src/mechanist/EconomicLocalTopologyMetadataSurfaceAuthority.java, src/mechanist/EconomicTopologyReportingOverlayAuthority.java
worldZoomControlActive	3	3	LayerG, LayerI, MapViewportOptionsSubsystem	src/mechanist/LayerG.java, src/mechanist/LayerI.java, src/mechanist/MapViewportOptionsSubsystem.java
wrap	4	4	PlayerFacingPanelBody, PlayerFacingText, PlayerFacingTextWrap, TextSurfaceApi	src/mechanist/PlayerFacingPanelBody.java, src/mechanist/PlayerFacingText.java, src/mechanist/PlayerFacingTextWrap.java, src/mechanist/UiRuntimeSupportFramework.java
write	3	3	ClientConnection, DebugLog, JoinIdentityRecord	src/mechanist/DebugLog.java, src/mechanist/NativeTcpRelayServer.java, src/mechanist/launcher/LauncherServerJoinIdentityBridge.java
x	3	3	FirstPersonCamera, KnowledgeNode, Projectile2DPool	src/mechanist/FirstPerson3DFramework.java, src/mechanist/KnowledgeNode.java, src/mechanist/VisualJuiceFramework.java
y	2	2	KnowledgeNode, Projectile2DPool	src/mechanist/KnowledgeNode.java, src/mechanist/VisualJuiceFramework.java
zoneKey	2	2	HiveWorldDefinition, TickResult	src/mechanist/AbstractDistantZoneSimulation.java, src/mechanist/WorldSimulationFramework.java
zoneTierForCache	2	1	FacilityLinkedRoomCacheApi, RoomContainerApi	src/mechanist/ContainerTradeFramework.java
